,author,title,library_type,day,month,year,challenge_date,state
4627,"Hall, Michael",Red: A Crayon's Story,School,1,1,2022,2022-01-01,FL
4628,"Cast, P.C. and Cast, Kristin",Redeemed (House of Night Series),School,1,7,2022,2022-07-01,FL
4629,"Holt, K. A.",Redwood and Ponytail,School,1,2,2022,2022-02-01,TX
4630,"Holt, K. A.",Redwood and Ponytail,School,1,12,2021,2021-12-01,TX
4631,"Willis, Deborah","Reflections in Black: A History of Black Photographers, 1840 to the Present",School,1,9,2022,2022-09-01,MO
4632,"Gratz, Alan",Refugee,School,1,9,2021,2021-09-01,PA
4633,"Gratz, Alan",Refugee,School,1,2,2021,2021-02-01,TX
4635,"Naylor, Phyllis Reynolds",Reluctantly Alice,School,1,12,2021,2021-12-01,TX
4636,"Todd, Ilima",Remake,School,1,12,2021,2021-12-01,TX
4637,"Zeri, Federico",Rembrandt: Supper at Emmaus (One Hundred Paintings Series),School,1,9,2022,2022-09-01,MO
4638,"Zeri, Federico",Renoir: Moulin de la Galette (One Hundred Paintings Series),School,1,9,2022,2022-09-01,MO
4639,"Lumumba, Chokwa and Abubakari Ibadele, Imari and Taifa, Nkechi","Reparations Yes!: The Legal and Political Reasons Why New Afrikaans, Black People in the United States, Should Be Paid Now for the Enslavement of Our Ancestors and For War Against Us After Slavery",School,1,9,2021,2021-09-01,PA
4640,"Mafi, Tahereh",Restore Me,School,1,1,2023,2023-01-01,VA
4641,"Hill, Katie Rain",Rethinking Normal: A Memoir in Transition,School,1,7,2022,2022-07-01,VA
4642,"Hill, Katie Rain",Rethinking Normal: A Memoir in Transition,School,1,2,2023,2023-02-01,PA
4643,"Hill, Katie Rain",Rethinking Normal: A Memoir in Transition,School,1,2,2023,2023-02-01,NC
4644,"Hill, Katie Rain",Rethinking Normal: A Memoir in Transition,School,1,7,2022,2022-07-01,VA
4645,"Hill, Katie Rain",Rethinking Normal: A Memoir in Transition,School,1,12,2021,2021-12-01,TX
4646,"Elkeles, Simone",Return to Paradise,School,1,7,2022,2022-07-01,FL
4647,"Cast, P.C. and Cast, Kristin",Revealed,School,1,7,2022,2022-07-01,FL
4648,"La Sala, Ryan",Reverie,School,1,7,2022,2022-07-01,FL
4649,"La Sala, Ryan",Reverie,School,1,12,2021,2021-12-01,TX
4650,"King, Stephen",Revival,School,1,2,2023,2023-02-01,PA
4651,"Myracle, Lauren",Rhymes with Witches,School,1,2,2023,2023-02-01,PA
4652,"Myracle, Lauren",Rhymes with Witches,School,1,7,2022,2022-07-01,FL
4653,"Gino, Alex",Rick,School,1,7,2022,2022-07-01,VA
4654,"Gino, Alex",Rick,School,1,7,2022,2022-07-01,FL
4656,"Gino, Alex",Rick,Public,1,11,2021,2021-11-01,TX
4657,"Gino, Alex",Rick,School,1,3,2023,2023-03-01,OH
4658,"Gino, Alex",Rick,School,1,2,2022,2022-02-01,VA
4659,"Gino, Alex",Rick,School,1,7,2022,2022-07-01,VA
4660,"Gino, Alex",Rick,School,1,2,2022,2022-02-01,FL
4661,"Gino, Alex",Rick,School,1,2,2022,2022-02-01,TX
4662,"Gino, Alex",Rick,School,1,11,2021,2021-11-01,UT
4663,"Gino, Alex",Rick,School,1,12,2021,2021-12-01,TX
4664,"Gino, Alex",Rick,School,1,1,2022,2022-01-01,TX
4665,"Ryan, Pam Muñoz",Riding Freedom,School,1,7,2022,2022-07-01,FL
4666,"Cremer, Andrea",Rift,School,1,7,2022,2022-07-01,FL
4667,"Cremer, Andrea",Rift,School,1,11,2022,2022-11-01,NC
4668,"Cremer, Andrea",Rift,School,1,1,2022,2022-01-01,FL
4669,"Cremer, Andrea",Rift,School,1,11,2021,2021-11-01,FL
4670,"Knight, Traci M.","RIPPED-APART Understanding, Coping and Living with Gender Dysphoria",School,1,2,2022,2022-02-01,TN
4671,"Johnson, Leah",Rise to the Sun,School,1,2,2022,2022-02-01,TN
4672,"Azmitia, M,",Rising Out,School,1,2,2022,2022-02-01,TN
4673,"Winter, Jonah",Roberto Clemente: Pride of the Pittsburgh Pirates,School,1,1,2022,2022-01-01,FL
4674,"Dougan, Andy",Robin Williams,School,1,2,2023,2023-02-01,PA
4675,"Gold, Susan Dudley",Roe v. Wade: A Woman's Choice,School,1,1,2022,2022-01-01,TX
4676,"Gold, Susan Dudley",Roe v. Wade: A Woman's Choice,School,1,2,2022,2022-02-01,TX
4678,"Faux, Marian",Roe v. Wade: The Untold Story of the Landmark Supreme Court Decision that Made Abortion Legal,School,1,12,2021,2021-12-01,TX
4679,"Taylor, Mildred D.","Roll of Thunder, Hear My Cry",School,1,7,2022,2022-07-01,FL
4680,"Jamieson, Victoria",Roller Girl,School,1,7,2022,2022-07-01,FL
4681,"Martin, Rafe",Rough-Face Girl,School,1,1,2022,2022-01-01,FL
4682,"Zeri, Federico",Rubens: Garden of Love (One Hundred Paintings Series),School,1,9,2022,2022-09-01,MO
4683,"Barnes, Derrick",Ruby and the Booker Boys,School,1,9,2021,2021-09-01,PA
4684,"Bridges, Ruby",Ruby Bridges Goes To School: My True Story,School,1,9,2021,2021-09-01,PA
4686,"Miller, Linsey",Ruin of Stars,School,1,7,2022,2022-07-01,VA
4687,"Miller, Linsey",Ruin of Stars,School,1,7,2022,2022-07-01,VA
4688,"Lord, Cynthia",Rules,School,1,1,2023,2023-01-01,FL
4689,"Elkeles, Simone",Rules of Attraction,School,1,7,2022,2022-07-01,FL
4690,"Hopkins, Ellen",Rumble,School,1,10,2022,2022-10-01,SC
4692,"Hopkins, Ellen",Rumble,School,1,10,2022,2022-10-01,FL
4693,"Hopkins, Ellen",Rumble,School,1,12,2022,2022-12-01,PA
4694,"Hopkins, Ellen",Rumble,School,1,1,2023,2023-01-01,TX
4695,"Hopkins, Ellen",Rumble,School,1,12,2022,2022-12-01,SC
4697,"Hopkins, Ellen",Rumble,School,1,2,2023,2023-02-01,PA
4698,"Hopkins, Ellen",Rumble,School,1,1,2022,2022-01-01,TX
4699,"Gray, Mila",Run Away With Me,School,1,4,2023,2023-04-01,KN
4700,"Lauture, Denizé",Running the Road to ABC,School,1,1,2022,2022-01-01,FL
4701,"Corinna, Heather",S.E.X.: The All-You-Need-To-Know Progressive Sexuality Guide to Get You Through High School and College,School,1,11,2022,2022-11-01,MD
4702,"Corinna, Heather",S.E.X.: The All-You-Need-To-Know Progressive Sexuality Guide to Get You Through High School and College,School,1,4,2022,2022-04-01,FL
4703,"Coerr, Eleanor",Sadako and the Thousand Paper Cranes,School,1,1,2022,2022-01-01,FL
4704,"Shaw, Susan",Safe,School,1,7,2022,2022-07-01,FL
4705,"Shaw, Susan",Safe,School,1,11,2021,2021-11-01,FL
4706,"Hyde, Margaret O.",Safe Sex 101: An Overview for Teens,School,1,1,2022,2022-01-01,TX
4707,"Hyde, Margaret O.",Safe Sex 101: An Overview for Teens,School,1,2,2022,2022-02-01,TX
4708,"Hyde, Margaret O.",Safe Sex 101: An Overview for Teens,School,1,12,2021,2021-12-01,TX
4709,"Vaughan, Brian K.",Saga,School,1,10,2021,2021-10-01,IL
4710,"Ryan, P. E.",Saints of Augustine,School,1,2,2022,2022-02-01,TN
4712,"Picoult, Jodi",Salem Falls,School,1,2,2023,2023-02-01,FL
4713,"Taylor, Simon",Sally and the Magical Sneeze,School,1,1,2022,2022-01-01,FL
4715,"Ward, Jesmyn",Salvage the Bones,School,1,5,2022,2022-05-01,NC
4716,"Ward, Jesmyn",Salvage the Bones,School,1,11,2021,2021-11-01,TX
4717,"Ward, Jesmyn",Salvage the Bones,School,1,2,2021,2021-02-01,TX
4718,"Chinn, Karen",Sam and the Lucky Money,School,1,1,2022,2022-01-01,FL
4719,"Gabriel, Dani",Sam!,School,1,1,2022,2022-01-01,FL
4720,"Kostecki-Shaw, Jenny Sue","Same, Same But Different",School,1,9,2021,2021-09-01,PA
4722,"Borinsky, Agnes",Sasha Masha,School,1,7,2022,2022-07-01,FL
4723,"Borinsky, Agnes",Sasha Masha,School,1,2,2022,2022-02-01,TN
4724,"Roleff, Tamara L.",Satanism,School,1,7,2022,2022-07-01,FL
4725,"Roleff, Tamara L.",Satanism,School,1,11,2021,2021-11-01,KN
4726,"Mora, Oga",Saturday,School,1,9,2021,2021-09-01,PA
4727,"Wittlinger, Ellen",Saturdays with Hitchcock,School,1,2,2022,2022-02-01,TX
4728,"Wittlinger, Ellen",Saturdays with Hitchcock,School,1,12,2021,2021-12-01,TX
4730,"West, Catherine Adel",Saving Ruby King,School,1,9,2021,2021-09-01,PA
4731,"Elliott, Zetta",Say Her Name,School,1,2,2022,2022-02-01,TN
4732,"Reynolds, Peter H.",Say Something!,School,1,9,2021,2021-09-01,PA
4733,"Garsee, Jeannine",Say the Word,School,1,12,2021,2021-12-01,TX
4734,"Rainfield, Cheryl",Scars,School,1,10,2022,2022-10-01,SC
4736,"Rainfield, Cheryl",Scars,School,1,9,2022,2022-09-01,FL
4737,"Rainfield, Cheryl",Scars,School,1,10,2022,2022-10-01,FL
4738,"Rainfield, Cheryl",Scars,School,1,9,2022,2022-09-01,ND
4739,"Rainfield, Cheryl",Scars,School,1,12,2022,2022-12-01,SC
4741,"Rainfield, Cheryl",Scars,School,1,2,2022,2022-02-01,TX
4742,"Rainfield, Cheryl",Scars,School,1,12,2021,2021-12-01,TX
4743,"Schwartz, Alvin",Scary Stories to Tell in the Dark,School,1,10,2021,2021-10-01,OK
4744,"Sim, Tara",Scavenge the Stars,School,1,7,2022,2022-07-01,VA
4745,"Sim, Tara",Scavenge the Stars,School,1,7,2022,2022-07-01,VA
4746,"Newquist, H.P.",Scene of the Crime: Tracking Down Criminals with Forensic Science,School,1,9,2022,2022-09-01,MO
4747,"Crabtree, Susan and Beudert, Peter","Scenic Art for the Theatre: History, Tools and Techniques",School,1,9,2022,2022-09-01,MO
4748,"O'Malley, Bryan Lee",Scott Pilgrim Vol. 5: Scott Pilgrim vs. the Universe,School,1,9,2022,2022-09-01,MO
4749,"Butterworth, Christine",Sea Horse: The Shyest Fish in the Sea,School,1,1,2022,2022-01-01,TN
4750,"Picoult, Jodi",Second Glance,School,1,2,2023,2023-02-01,FL
4751,"Lemire, Jeff",Secret Origins (Black Hammer Series),School,1,9,2022,2022-09-01,MO
4752,"Knowles, Jo",See You at Harry's,School,1,2,2022,2022-02-01,TX
4753,"Knowles, Jo",See You at Harry's,School,1,12,2021,2021-12-01,TX
4754,"Fleischman, Paul",Seedfolks,School,1,11,2021,2021-11-01,TX
4755,"Gottlieb, Iris",Seeing Gender: An Illustrated Guide to Identity and Expression,School,1,1,2022,2022-01-01,FL
4756,"Gottlieb, Iris",Seeing Gender: An Illustrated Guide to Identity and Expression,Public,1,11,2022,2022-11-01,CO
4757,"Gottlieb, Iris",Seeing Gender: An Illustrated Guide to Identity and Expression,School,1,11,2022,2022-11-01,VA
4758,"Gottlieb, Iris",Seeing Gender: An Illustrated Guide to Identity and Expression,School,1,8,2022,2022-08-01,VA
4759,"Gottlieb, Iris",Seeing Gender: An Illustrated Guide to Identity and Expression,School,1,7,2022,2022-07-01,VA
4760,"Gottlieb, Iris",Seeing Gender: An Illustrated Guide to Identity and Expression,School,1,2,2022,2022-02-01,TN
4762,"Radtke, Kristen",Seek You: A Journey Through American Loneliness,School,1,10,2021,2021-10-01,MO
4763,"Schwenke, Chloe",SELF-ish: A Transgender Awakening,School,1,2,2022,2022-02-01,TN
4765,"Tonatiuh, Duncan",Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,School,1,9,2021,2021-09-01,PA
4766,"Tonatiuh, Duncan",Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,School,1,1,2022,2022-01-01,TX
4767,"Tonatiuh, Duncan",Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,School,1,2,2022,2022-02-01,TX
4768,"Tonatiuh, Duncan",Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,School,1,12,2021,2021-12-01,TX
4769,"Tonatiuh, Duncan",Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,School,1,1,2022,2022-01-01,TN
4770,"Roleff, Tamara L.",Sex (Teen Decision Series),School,1,7,2022,2022-07-01,FL
4771,"Roleff, Tamara L.",Sex (Teen Decision Series),School,1,2,2023,2023-02-01,PA
4772,"Roleff, Tamara L.",Sex (Teen Decision Series),School,1,11,2021,2021-11-01,UT
4773,"Mesrobian, Carrie",Sex & Violence,School,1,3,2022,2022-03-01,TX
4774,"Mesrobian, Carrie",Sex & Violence,School,1,9,2022,2022-09-01,NV
4775,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",Public,1,6,2022,2022-06-01,AZ
4776,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",Public,1,8,2022,2022-08-01,GA
4777,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",Public,1,11,2021,2021-11-01,TX
4779,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",Public,1,12,2022,2022-12-01,NE
4781,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",School,1,2,2023,2023-02-01,ID
4782,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",School,1,4,2023,2023-04-01,NC
4787,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",School,1,11,2021,2021-11-01,TX
4788,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",School,1,5,2022,2022-05-01,TX
4789,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",School,1,4,2022,2022-04-01,FL
4790,"Green, Laci","Sex Plus: Learning, Loving, and Enjoying Your Body",School,1,11,2022,2022-11-01,CT
4793,"Green, Laci","Sex Plus: Learning, Loving, and Enjoying Your Body",School,1,10,2021,2021-10-01,MO
4794,"Green, Laci","Sex Plus: Learning, Loving, and Enjoying Your Body",School,1,4,2022,2022-04-01,FL
4795,"Bailey, Jacqui","Sex, Puberty, and all That Stuff : A Guide to Growing Up",School,1,2,2022,2022-02-01,TX
4796,"Bailey, Jacqui","Sex, Puberty, and all That Stuff : A Guide to Growing Up",School,1,12,2021,2021-12-01,TX
4798,"Nasler, Nikol",Sex: A Book for Teens,Public,1,10,2022,2022-10-01,LA
4799,"Nasler, Nikol",Sex: A Book for Teens,School,1,1,2022,2022-01-01,FL
4800,"Sommer, Carl","Sex: If You're Scared of the Truth, Don't Read",School,1,1,2022,2022-01-01,TX
4801,"Sommer, Carl","Sex: If You're Scared of the Truth, Don't Read",School,1,12,2021,2021-12-01,TX
4802,"Rotner, Shelley and Kelly, Sheila M.",Shades of People,School,1,9,2021,2021-09-01,PA
4803,"Mead, Richelle",Shadow Kiss,School,1,7,2022,2022-07-01,FL
4804,"Shakespeare, William",Shakespeare's Hamlet: The Manga Edition,School,1,9,2022,2022-09-01,MO
4805,"Mays, Nanay",Sharice's Big Voice: A Native Kid Becomes a Congresswoman,School,1,3,2023,2023-03-01,OH
4806,"East, Cathy",Shark Attack!,School,1,1,2022,2022-01-01,TN
4807,"Johnson, R. Kikuo",Shark King,School,1,1,2022,2022-01-01,FL
4808,"Mafi, Tahereh",Shatter Me,School,1,1,2023,2023-01-01,VA
4809,"Shinn, Sharon",Shattered Warrior,School,1,9,2022,2022-09-01,MO
4810,"Peters, Julie Anne","She Loves You, She Loves You Not--",School,1,1,2022,2022-01-01,TX
4811,"Peters, Julie Anne","She Loves You, She Loves You Not--",School,1,12,2021,2021-12-01,TX
4812,"Ryle, Robyn","She/He/They/Me: For the Sisters, Misters, and Binary Resisters",School,1,2,2022,2022-02-01,TN
4815,"Myracle, Lauren",Shine,School,1,11,2022,2022-11-01,UT
4816,"Myracle, Lauren",Shine,School,1,12,2022,2022-12-01,SC
4818,"Myracle, Lauren",Shine,School,1,2,2023,2023-02-01,FL
4819,"Myracle, Lauren",Shine,School,1,11,2022,2022-11-01,UT
4820,"Myracle, Lauren",Shine,School,1,10,2022,2022-10-01,SC
4822,"Myracle, Lauren",Shine,School,1,3,2022,2022-03-01,TX
4823,"Myracle, Lauren",Shine,School,1,5,2022,2022-05-01,MI
4824,"Myracle, Lauren",Shine,School,1,4,2022,2022-04-01,PA
4825,"Myracle, Lauren",Shine,School,1,2,2022,2022-02-01,TX
4826,"Myracle, Lauren",Shine,School,1,12,2021,2021-12-01,TX
4827,"Taifa, Nkechi",Shining Legacy: A Treasury of Storypoems and Tales for the Young So Black Heroes Forever WIll Be Sung,School,1,9,2021,2021-09-01,PA
4828,"Lundin, Britta",Ship it,School,1,12,2021,2021-12-01,TX
4829,"Lundin, Britta",Ship it,School,1,2,2022,2022-02-01,TN
4830,"Hyman, Miles","Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation",School,1,9,2022,2022-09-01,MO
4832,"Stiefvater, Maggie",Shiver,School,1,7,2022,2022-07-01,FL
4833,"Constantine, Alysia",Short Stuff: A Young Adult LGBTQ+ Anthology,School,1,2,2022,2022-02-01,TN
4834,"Mooney, Carla",Should Abortion be Legal?,School,1,12,2021,2021-12-01,TX
4835,"Nardo, Don",Should Teens Have Access to Birth Control?,School,1,12,2021,2021-12-01,TX
4836,"Anderson, Laurie Halse",Shout,School,1,1,2023,2023-01-01,FL
4837,"Anderson, Laurie Halse",Shout,Public,1,8,2022,2022-08-01,CO
4838,"Anderson, Laurie Halse",Shout,School,1,2,2023,2023-02-01,PA
4839,"Anderson, Laurie Halse",Shout,School,1,3,2023,2023-03-01,OH
4840,"Anderson, Laurie Halse",Shout,School,1,1,2022,2022-01-01,TX
4842,"Anderson, Laurie Halse",Shout,School,1,2,2022,2022-02-01,TX
4843,"Anderson, Laurie Halse",Shout,School,1,12,2021,2021-12-01,TX
4844,"Keplinger, Kody",Shut Out,School,1,7,2022,2022-07-01,FL
4845,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,School,1,9,2022,2022-09-01,FL
4846,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,School,1,8,2022,2022-08-01,MI
4848,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,School,1,1,2022,2022-01-01,TX
4849,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,School,1,2,2022,2022-02-01,TX
4850,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,School,1,11,2021,2021-11-01,UT
4851,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,School,1,12,2021,2021-12-01,TX
4852,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,School,1,2,2022,2022-02-01,TN
